GENE.SET	NR.GENES	NR.SIG.GENES	P.VALUE
OOCYTE MATURATION%GOBP%GO:0001556	5	1	1
METHYLATION-DEPENDENT CHROMATIN SILENCING%GOBP%GO:0006346	5	1	1
RUFFLE ASSEMBLY%GOBP%GO:0097178	5	1	1
POSTSYNAPTIC DENSITY ORGANIZATION%GOBP%GO:0097106	5	1	1
PROTEIN IMPORT INTO MITOCHONDRIAL OUTER MEMBRANE%GOBP%GO:0045040	5	1	1
NEGATIVE REGULATION OF PINOCYTOSIS%GOBP%GO:0048550	5	1	1
T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001913	5	1	1
REGULATION OF PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:1905634	5	1	1
PURINE NUCLEOBASE SALVAGE%GOBP%GO:0043096	5	1	1
PROTEIN PROCESSING INVOLVED IN PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:0006627	5	1	1
TRANSLATIONAL READTHROUGH%GOBP%GO:0006451	5	1	1
REGULATION OF NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0010749	5	1	1
PROLINE TRANSPORT%GOBP%GO:0015824	5	1	1
ESTABLISHMENT OF PLANAR POLARITY%GOBP%GO:0001736	5	1	1
REGULATION OF PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0060304	5	1	1
DEPHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN%GOBP%GO:0070940	5	1	1
EXCITATORY CHEMICAL SYNAPTIC TRANSMISSION%GOBP%GO:0098976	5	1	1
NEGATIVE REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0046929	5	1	1
NEURAL TUBE PATTERNING%GOBP%GO:0021532	5	1	1
VITAMIN B6 METABOLIC PROCESS%GOBP%GO:0042816	5	1	1
REGULATION OF MESODERM DEVELOPMENT%GOBP%GO:2000380	5	1	1
EXIT FROM HOST%GOBP%GO:0035890	5	1	1
POSITIVE REGULATION OF GLIAL CELL MIGRATION%GOBP%GO:1903977	5	1	1
REGULATION OF CYTOPLASMIC TRANSLATIONAL INITIATION%GOBP%GO:1904688	5	1	1
MAINTENANCE OF DNA REPEAT ELEMENTS%GOBP%GO:0043570	5	1	1
ARACHIDONATE TRANSPORT%GOBP%GO:1903963	5	1	1
REGULATION OF ENDOSOME SIZE%GOBP%GO:0051036	5	1	1
REGULATION OF MICROVILLUS ASSEMBLY%GOBP%GO:0032534	5	1	1
HEMATOPOIETIC STEM CELL DIFFERENTIATION%GOBP%GO:0060218	5	1	1
CHOLINE CATABOLIC PROCESS%GOBP%GO:0042426	5	1	1
S-ADENOSYLHOMOCYSTEINE METABOLIC PROCESS%GOBP%GO:0046498	5	1	1
PROTEIN LOCALIZATION TO NUCLEAR ENVELOPE%GOBP%GO:0090435	5	1	1
VITAMIN K METABOLIC PROCESS%GOBP%GO:0042373	5	1	1
VERY-LOW-DENSITY LIPOPROTEIN PARTICLE ASSEMBLY%GOBP%GO:0034379	5	1	1
N-TERMINAL PEPTIDYL-METHIONINE ACETYLATION%GOBP%GO:0017196	5	1	1
NEGATIVE REGULATION OF MITOCHONDRIAL FUSION%GOBP%GO:0010637	5	1	1
GRANULOCYTE DIFFERENTIATION%GOBP%GO:0030851	5	1	1
REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:0033044	240	91	1
SIGNALING BY NOTCH%REACTOME DATABASE ID RELEASE 65%157118	185	69	1
REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903362	185	69	1
POSITIVE REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903364	109	39	1
BIOCARTA_MITOCHONDRIA_PATHWAY%MSIGDB_C2%BIOCARTA_MITOCHONDRIA_PATHWAY	21	6	1
BIOCARTA_INSULIN_PATHWAY%MSIGDB_C2%BIOCARTA_INSULIN_PATHWAY	21	6	1
MISCELLANEOUS TRANSPORT AND BINDING EVENTS%REACTOME%R-HSA-5223345.4	21	6	1
CELLULAR RESPONSE TO AMINO ACID STIMULUS%GOBP%GO:0071230	21	6	1
PROTEIN IMPORT INTO NUCLEUS, TRANSLOCATION%GOBP%GO:0000060	21	6	1
NEGATIVE REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016242	21	6	1
DEUBIQUITINATION%REACTOME%R-HSA-5688426.3	250	95	1
ST_B_CELL_ANTIGEN_RECEPTOR%MSIGDB_C2%ST_B_CELL_ANTIGEN_RECEPTOR	38	12	1
OVARIAN TUMOR DOMAIN PROTEASES%REACTOME DATABASE ID RELEASE 65%5689896	38	12	1
EXOCYTIC PROCESS%GOBP%GO:0140029	38	12	1
AXO-DENDRITIC TRANSPORT%GOBP%GO:0008088	38	12	1
ENDOSOME TO LYSOSOME TRANSPORT%GOBP%GO:0008333	38	12	1
POLYOL METABOLIC PROCESS%GOBP%GO:0019751	65	22	1
CELLULAR MONOVALENT INORGANIC CATION HOMEOSTASIS%GOBP%GO:0030004	65	22	1
BIOCARTA_HIVNEF_PATHWAY%MSIGDB_C2%BIOCARTA_HIVNEF_PATHWAY	57	19	1
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	24	7	1
BIOCARTA_EIF4_PATHWAY%MSIGDB_C2%BIOCARTA_EIF4_PATHWAY	24	7	1
CYTOSOLIC TRNA AMINOACYLATION%REACTOME%R-HSA-379716.1	24	7	1
SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME DATABASE ID RELEASE 65%192105	24	7	1
NEGATIVE REGULATION OF DNA REPAIR%GOBP%GO:0045738	24	7	1
PROTEIN K63-LINKED DEUBIQUITINATION%GOBP%GO:0070536	24	7	1
VESICLE DOCKING INVOLVED IN EXOCYTOSIS%GOBP%GO:0006904	24	7	1
SULFUR COMPOUND TRANSPORT%GOBP%GO:0072348	24	7	1
POSITIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902808	24	7	1
NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771	24	7	1
REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION%GOBP%GO:2000177	24	7	1
BIOCARTA_SALMONELLA_PATHWAY%MSIGDB_C2%BIOCARTA_SALMONELLA_PATHWAY	12	3	1
VISUAL SIGNAL TRANSDUCTION: RODS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VISUAL SIGNAL TRANSDUCTION: RODS	12	3	1
CYTOSOLIC IRON-SULFUR CLUSTER ASSEMBLY%REACTOME%R-HSA-2564830.1	12	3	1
SPRY REGULATION OF FGF SIGNALING%REACTOME DATABASE ID RELEASE 65%1295596	12	3	1
ADVANCED GLYCOSYLATION ENDPRODUCT RECEPTOR SIGNALING%REACTOME DATABASE ID RELEASE 65%879415	12	3	1
GLUTATHIONE SYNTHESIS AND RECYCLING%REACTOME%R-HSA-174403.4	12	3	1
PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 65%73817	12	3	1
N-TERMINAL PROTEIN AMINO ACID ACETYLATION%GOBP%GO:0006474	12	3	1
POSITIVE REGULATION OF HEART RATE%GOBP%GO:0010460	12	3	1
FILOPODIUM ASSEMBLY%GOBP%GO:0046847	12	3	1
UV-DAMAGE EXCISION REPAIR%GOBP%GO:0070914	12	3	1
NEGATIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035024	12	3	1
CEREBELLAR CORTEX MORPHOGENESIS%GOBP%GO:0021696	12	3	1
POSITIVE REGULATION OF LIPID STORAGE%GOBP%GO:0010884	12	3	1
MULTICELLULAR ORGANISMAL RESPONSE TO STRESS%GOBP%GO:0033555	12	3	1
VESICLE FUSION TO PLASMA MEMBRANE%GOBP%GO:0099500	12	3	1
POSITIVE REGULATION OF HISTONE DEACETYLATION%GOBP%GO:0031065	12	3	1
REGULATION OF GOLGI ORGANIZATION%GOBP%GO:1903358	12	3	1
SYNAPTIC VESICLE FUSION TO PRESYNAPTIC ACTIVE ZONE MEMBRANE%GOBP%GO:0031629	12	3	1
REGULATION OF OXIDATIVE PHOSPHORYLATION%GOBP%GO:0002082	12	3	1
PIGMENT CELL DIFFERENTIATION%GOBP%GO:0050931	12	3	1
PHOTORECEPTOR CELL DEVELOPMENT%GOBP%GO:0042461	12	3	1
ORGANIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0016053	208	78	1
CARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0046394	208	78	1
HEXOSE METABOLIC PROCESS%GOBP%GO:0019318	86	30	1
INTRA-GOLGI AND RETROGRADE GOLGI-TO-ER TRAFFIC%REACTOME%R-HSA-6811442.1	173	64	1
NADH METABOLIC PROCESS%GOBP%GO:0006734	27	8	1
LOCOMOTORY BEHAVIOR%GOBP%GO:0007626	27	8	1
INTERSPECIES INTERACTION BETWEEN ORGANISMS%GOBP%GO:0044419	283	108	1
CELLULAR RESPONSE TO INSULIN STIMULUS%GOBP%GO:0032869	94	33	1
TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME%R-HSA-975138.1	81	28	1
EMBRYONIC EPITHELIAL TUBE FORMATION%GOBP%GO:0001838	41	13	1
GLYCEROPHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:0006650	221	83	1
REGULATION OF NIK/NF-KAPPAB SIGNALING%GOBP%GO:1901222	68	23	1
NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009166	68	23	1
REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446	60	20	1
ENDOSOME ORGANIZATION%GOBP%GO:0007032	60	20	1
POSITIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901030	30	9	1
LATE PHASE OF HIV LIFE CYCLE%REACTOME DATABASE ID RELEASE 65%162599	120	43	1
CELL DIVISION%GOBP%GO:0051301	102	36	1
PROTEIN TETRAMERIZATION%GOBP%GO:0051262	89	31	1
PID_ERBB2_ERBB3_PATHWAY%MSIGDB_C2%PID_ERBB2_ERBB3_PATHWAY	44	14	1
NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 65%2122947	44	14	1
NEURONAL SYSTEM%REACTOME%R-HSA-112316.5	244	92	1
CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME DATABASE ID RELEASE 65%8856828	128	46	1
TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME%R-HSA-168138.1	84	29	1
SIG_CD40PATHWAYMAP%MSIGDB_C2%SIG_CD40PATHWAYMAP	33	10	1
PID_IL1_PATHWAY%MSIGDB_C2%PID_IL1_PATHWAY	33	10	1
IL1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL1-MEDIATED SIGNALING EVENTS	33	10	1
TUBE CLOSURE%GOBP%GO:0060606	33	10	1
NEURAL TUBE CLOSURE%GOBP%GO:0001843	33	10	1
CHOLINE BIOSYNTHESIS III%HUMANCYC%PWY-3561	9	2	1
BIOCARTA_RNA_PATHWAY%MSIGDB_C2%BIOCARTA_RNA_PATHWAY	9	2	1
ST_JAK_STAT_PATHWAY%MSIGDB_C2%ST_JAK_STAT_PATHWAY	9	2	1
PERK REGULATES GENE EXPRESSION%REACTOME DATABASE ID RELEASE 65%381042	9	2	1
PTK6 REGULATES RTKS AND THEIR EFFECTORS AKT1 AND DOK1%REACTOME DATABASE ID RELEASE 65%8849469	9	2	1
PROCESSING AND ACTIVATION OF SUMO%REACTOME%R-HSA-3215018.1	9	2	1
MET ACTIVATES RAS SIGNALING%REACTOME DATABASE ID RELEASE 65%8851805	9	2	1
REGULATION OF GENE EXPRESSION BY HYPOXIA-INDUCIBLE FACTOR%REACTOME DATABASE ID RELEASE 65%1234158	9	2	1
REDUCTION OF CYTOSOLIC CA++ LEVELS%REACTOME%R-HSA-418359.1	9	2	1
COHESIN LOADING ONTO CHROMATIN%REACTOME%R-HSA-2470946.1	9	2	1
RECEPTOR MEDIATED MITOPHAGY%REACTOME%R-HSA-8934903.2	9	2	1
PI5P REGULATES TP53 ACETYLATION%REACTOME DATABASE ID RELEASE 65%6811555	9	2	1
NEGATIVE REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070862	9	2	1
POSITIVE REGULATION OF PROTEIN SUMOYLATION%GOBP%GO:0033235	9	2	1
DICARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0043650	9	2	1
NEGATIVE REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000737	9	2	1
REGULATION OF ASPARTIC-TYPE PEPTIDASE ACTIVITY%GOBP%GO:1905245	9	2	1
PHAGOSOME MATURATION%GOBP%GO:0090382	9	2	1
REGULATION OF HISTONE UBIQUITINATION%GOBP%GO:0033182	9	2	1
VIRAL RNA GENOME REPLICATION%GOBP%GO:0039694	9	2	1
CYTOSKELETAL ANCHORING AT PLASMA MEMBRANE%GOBP%GO:0007016	9	2	1
RESPONSE TO ETHANOL%GOBP%GO:0045471	9	2	1
DIOL METABOLIC PROCESS%GOBP%GO:0034311	9	2	1
REGULATION OF SECONDARY METABOLIC PROCESS%GOBP%GO:0043455	9	2	1
LIPID PARTICLE ORGANIZATION%GOBP%GO:0034389	9	2	1
RESPONSE TO PLATELET AGGREGATION INHIBITOR%GOBP%GO:0061478	9	2	1
MATURATION OF LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000463	9	2	1
POSITIVE REGULATION OF IMMUNOGLOBULIN SECRETION%GOBP%GO:0051024	9	2	1
3'-UTR-MEDIATED MRNA STABILIZATION%GOBP%GO:0070935	9	2	1
NEGATIVE REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039532	9	2	1
ATF6-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:0036500	9	2	1
PEPTIDYL-METHIONINE MODIFICATION%GOBP%GO:0018206	9	2	1
POSITIVE REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045603	9	2	1
NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0097201	9	2	1
NEGATIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0045717	9	2	1
INTRACILIARY RETROGRADE TRANSPORT%GOBP%GO:0035721	9	2	1
REGULATION OF TRANSLATIONAL ELONGATION%GOBP%GO:0006448	9	2	1
POTASSIUM ION HOMEOSTASIS%GOBP%GO:0055075	9	2	1
NEGATIVE REGULATION OF DENDRITE DEVELOPMENT%GOBP%GO:2000171	9	2	1
REGULATION OF IMMUNOGLOBULIN SECRETION%GOBP%GO:0051023	9	2	1
S-ADENOSYLMETHIONINE METABOLIC PROCESS%GOBP%GO:0046500	9	2	1
CELLULAR TRANSITION METAL ION HOMEOSTASIS%GOBP%GO:0046916	71	24	1
SIGNALING BY NOTCH1 IN CANCER%REACTOME%R-HSA-2644603.2	55	18	1
CONSTITUTIVE SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS%REACTOME DATABASE ID RELEASE 65%2894862	55	18	1
SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 65%2894858	55	18	1
CONSTITUTIVE SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS%REACTOME%R-HSA-2644606.1	55	18	1
SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2644602.1	55	18	1
DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:0006303	55	18	1
COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1	79	27	1
FOXO FAMILY SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXO FAMILY SIGNALING	47	15	1
ANION TRANSPORT%GOBP%GO:0006820	262	99	1
PROTEIN MODIFICATION BY SMALL PROTEIN REMOVAL%GOBP%GO:0070646	242	91	1
POSITIVE REGULATION OF CELL GROWTH%GOBP%GO:0030307	87	30	1
INTERNALIZATION OF ERBB1%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTERNALIZATION OF ERBB1	36	11	1
AUTOPHAGY OF MITOCHONDRION%GOBP%GO:0000422	36	11	1
PIGMENT METABOLIC PROCESS%GOBP%GO:0042440	36	11	1
RNA SECONDARY STRUCTURE UNWINDING%GOBP%GO:0010501	36	11	1
MITOCHONDRION DISASSEMBLY%GOBP%GO:0061726	36	11	1
NEURAL TUBE FORMATION%GOBP%GO:0001841	36	11	1
NEGATIVE REGULATION OF RNA CATABOLIC PROCESS%GOBP%GO:1902369	36	11	1
REGULATION OF ACTION POTENTIAL%GOBP%GO:0098900	36	11	1
INTERLEUKIN-17 SIGNALING%REACTOME DATABASE ID RELEASE 65%448424	66	22	1
CELLULAR RESPONSE TO UV%GOBP%GO:0034644	66	22	1
PID_P53_REGULATION_PATHWAY%MSIGDB_C2%PID_P53_REGULATION_PATHWAY	58	19	1
P53 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P53 PATHWAY	58	19	1
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0043618	58	19	1
NON-RECOMBINATIONAL REPAIR%GOBP%GO:0000726	58	19	1
TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0033209	58	19	1
TRANSITION METAL ION HOMEOSTASIS%GOBP%GO:0055076	82	28	1
PKMTS METHYLATE HISTONE LYSINES%REACTOME DATABASE ID RELEASE 65%3214841	50	16	1
VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876	50	16	1
REGULATION OF CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0045540	39	12	1
REGULATION OF STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0106118	39	12	1
REGULATION OF HISTONE ACETYLATION%GOBP%GO:0035065	39	12	1
NEURON MIGRATION%GOBP%GO:0001764	39	12	1
NUCLEIC ACID-TEMPLATED TRANSCRIPTION%GOBP%GO:0097659	485	189	1
CELLULAR RESPONSE TO HEAT STRESS%REACTOME DATABASE ID RELEASE 65%3371556	77	26	1
SIGNALING BY NOTCH1%REACTOME DATABASE ID RELEASE 65%1980143	69	23	1
WATER-SOLUBLE VITAMIN METABOLIC PROCESS%GOBP%GO:0006767	69	23	1
ERBB SIGNALING PATHWAY%GOBP%GO:0038127	61	20	1
CARBOHYDRATE DERIVATIVE BIOSYNTHETIC PROCESS%GOBP%GO:1901137	451	175	1
POSITIVE REGULATION OF CELL CYCLE%GOBP%GO:0045787	258	97	1
CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0005975	233	87	1
PHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008654	175	64	1
ORGANELLE FUSION%GOBP%GO:0048284	98	34	1
TUBE FORMATION%GOBP%GO:0035148	53	17	1
EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007173	42	13	1
REGULATION OF ATP METABOLIC PROCESS%GOBP%GO:1903578	42	13	1
DEVELOPMENTAL CELL GROWTH%GOBP%GO:0048588	42	13	1
BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY	25	7	1
BILE ACID METABOLIC PROCESS%GOBP%GO:0008206	25	7	1
ENDOCYTIC RECYCLING%GOBP%GO:0032456	25	7	1
RESPONSE TO GAMMA RADIATION%GOBP%GO:0010332	25	7	1
INSULIN RECEPTOR RECYCLING%REACTOME DATABASE ID RELEASE 65%77387	22	6	1
PEROXISOMAL LIPID METABOLISM%REACTOME%R-HSA-390918.5	22	6	1
POSITIVE REGULATION OF GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071624	22	6	1
NEGATIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR%GOBP%GO:2000780	22	6	1
VIRAL BUDDING%GOBP%GO:0046755	22	6	1
PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA%GOBP%GO:0035196	22	6	1
HISTONE DEUBIQUITINATION%GOBP%GO:0016578	22	6	1
VESICLE-MEDIATED TRANSPORT BETWEEN ENDOSOMAL COMPARTMENTS%GOBP%GO:0098927	22	6	1
TNFSF8%IOB%TNFSF8	19	5	1
PID_HIF1A_PATHWAY%MSIGDB_C2%PID_HIF1A_PATHWAY	19	5	1
HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HYPOXIC AND OXYGEN HOMEOSTASIS REGULATION OF HIF-1-ALPHA	19	5	1
INTERLEUKIN-37 SIGNALING%REACTOME%R-HSA-9008059.2	19	5	1
CD209 (DC-SIGN) SIGNALING%REACTOME DATABASE ID RELEASE 65%5621575	19	5	1
LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS%REACTOME%R-HSA-8876384.1	19	5	1
NEURAL RETINA DEVELOPMENT%GOBP%GO:0003407	19	5	1
REGULATION OF CHROMATIN SILENCING%GOBP%GO:0031935	19	5	1
DNA DEALKYLATION%GOBP%GO:0035510	19	5	1
MODULATION BY HOST OF VIRAL PROCESS%GOBP%GO:0044788	19	5	1
VIRAL BUDDING VIA HOST ESCRT COMPLEX%GOBP%GO:0039702	19	5	1
RNA BIOSYNTHETIC PROCESS%GOBP%GO:0032774	488	190	1
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	119	42	1
SMAD2 SMAD3:SMAD4 HETEROTRIMER REGULATES TRANSCRIPTION%REACTOME%R-HSA-2173796.1	28	8	1
BETA-CATENIN-TCF COMPLEX ASSEMBLY%GOBP%GO:1904837	28	8	1
BIOCARTA_RELA_PATHWAY%MSIGDB_C2%BIOCARTA_RELA_PATHWAY	16	4	1
SYNTHESIS OF PIPS AT THE EARLY ENDOSOME MEMBRANE%REACTOME%R-HSA-1660516.7	16	4	1
PROTEIN LOCALIZATION TO MICROTUBULE ORGANIZING CENTER%GOBP%GO:1905508	16	4	1
REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039531	16	4	1
REGULATION OF ESTABLISHMENT OF CELL POLARITY%GOBP%GO:2000114	16	4	1
REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT%GOBP%GO:2000641	16	4	1
POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY%GOBP%GO:0035794	16	4	1
PROTEIN LOCALIZATION TO CENTROSOME%GOBP%GO:0071539	16	4	1
POSITIVE REGULATION OF PROTEIN EXPORT FROM NUCLEUS%GOBP%GO:0046827	16	4	1
POSITIVE REGULATION OF MRNA PROCESSING%GOBP%GO:0050685	16	4	1
WNT_SIGNALING%MSIGDB_C2%WNT_SIGNALING	80	27	1
MAINTENANCE OF PROTEIN LOCATION%GOBP%GO:0045185	72	24	1
REGULATION OF TOR SIGNALING%GOBP%GO:0032006	72	24	1
IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098739	45	14	1
NEGATIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903312	45	14	1
EPITHELIAL TUBE FORMATION%GOBP%GO:0072175	45	14	1
CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA%REACTOME DATABASE ID RELEASE 65%1834949	56	18	1
NEGATIVE REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS%GOBP%GO:2001021	56	18	1
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	31	9	1
TRANSCRIPTION, DNA-TEMPLATED%GOBP%GO:0006351	484	188	1
RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009260	122	43	1
NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION%REACTOME%R-HSA-112314.4	96	33	1
SYMBIONT PROCESS%GOBP%GO:0044403	269	101	1
ORGANELLE MEMBRANE FUSION%GOBP%GO:0090174	83	28	1
VACUOLE ORGANIZATION%GOBP%GO:0007033	83	28	1
RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME%R-HSA-674695.3	75	25	1
REGULATION OF MRNA PROCESSING%GOBP%GO:0050684	75	25	1
IL1%NETPATH%IL1	67	22	1
AMYLOID FIBER FORMATION%REACTOME DATABASE ID RELEASE 65%977225	59	19	1
REGULATION OF HSF1-MEDIATED HEAT SHOCK RESPONSE%REACTOME%R-HSA-3371453.1	59	19	1
PID_FOXO_PATHWAY%MSIGDB_C2%PID_FOXO_PATHWAY	48	15	1
NEGATIVE REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903051	48	15	1
SYNAPSE ASSEMBLY%GOBP%GO:0007416	48	15	1
RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009119	48	15	1
NEURON PROJECTION EXTENSION%GOBP%GO:1990138	34	10	1
CELLULAR BIOGENIC AMINE METABOLIC PROCESS%GOBP%GO:0006576	34	10	1
CELLULAR AMINE METABOLIC PROCESS%GOBP%GO:0044106	34	10	1
PRIMARY NEURAL TUBE FORMATION%GOBP%GO:0014020	34	10	1
PROTEIN K63-LINKED UBIQUITINATION%GOBP%GO:0070534	34	10	1
BIOCARTA_TALL1_PATHWAY%MSIGDB_C2%BIOCARTA_TALL1_PATHWAY	13	3	1
PID_RHODOPSIN_PATHWAY%MSIGDB_C2%PID_RHODOPSIN_PATHWAY	13	3	1
BIOCARTA_HSP27_PATHWAY%MSIGDB_C2%BIOCARTA_HSP27_PATHWAY	13	3	1
ZBP1(DAI) MEDIATED INDUCTION OF TYPE I IFNS%REACTOME DATABASE ID RELEASE 65%1606322	13	3	1
PHASE 4 - RESTING MEMBRANE POTENTIAL%REACTOME DATABASE ID RELEASE 65%5576886	13	3	1
RIBONUCLEOSIDE BIOSYNTHETIC PROCESS%GOBP%GO:0042455	13	3	1
RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0042454	13	3	1
CEREBELLUM MORPHOGENESIS%GOBP%GO:0021587	13	3	1
GLYCEROPHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0046475	13	3	1
CHEMICAL SYNAPTIC TRANSMISSION, POSTSYNAPTIC%GOBP%GO:0099565	13	3	1
POSITIVE REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0032968	13	3	1
POSITIVE REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000738	13	3	1
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL%GOBP%GO:0060078	13	3	1
APOPTOTIC DNA FRAGMENTATION%GOBP%GO:0006309	13	3	1
DICARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0043649	13	3	1
TRIGLYCERIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019432	13	3	1
TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY%GOBP%GO:0034162	13	3	1
ORGANIC ANION TRANSPORT%GOBP%GO:0015711	214	79	1
