name	descr	pvalue	qvalue
ICOSANOID TRANSPORT%GOBP%GO:0071715	ICOSANOID TRANSPORT%GOBP%GO:0071715	0.873	1
MICROTUBULE NUCLEATION BY MICROTUBULE ORGANIZING CENTER%GOBP%GO:0051418	MICROTUBULE NUCLEATION BY MICROTUBULE ORGANIZING CENTER%GOBP%GO:0051418	0.873	1
MITOTIC DNA REPLICATION CHECKPOINT%GOBP%GO:0033314	MITOTIC DNA REPLICATION CHECKPOINT%GOBP%GO:0033314	0.873	1
REGULATION OF GLIAL CELL MIGRATION%GOBP%GO:1903975	REGULATION OF GLIAL CELL MIGRATION%GOBP%GO:1903975	0.873	1
REGULATION OF BILE ACID METABOLIC PROCESS%GOBP%GO:1904251	REGULATION OF BILE ACID METABOLIC PROCESS%GOBP%GO:1904251	0.873	1
TELOMERIC LOOP DISASSEMBLY%GOBP%GO:0090657	TELOMERIC LOOP DISASSEMBLY%GOBP%GO:0090657	0.873	1
MACROPINOCYTOSIS%GOBP%GO:0044351	MACROPINOCYTOSIS%GOBP%GO:0044351	0.873	1
MANNOSE METABOLIC PROCESS%GOBP%GO:0006013	MANNOSE METABOLIC PROCESS%GOBP%GO:0006013	0.873	1
CIRCADIAN BEHAVIOR%GOBP%GO:0048512	CIRCADIAN BEHAVIOR%GOBP%GO:0048512	0.873	1
MAMMARY GLAND EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0060644	MAMMARY GLAND EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0060644	0.873	1
RHYTHMIC BEHAVIOR%GOBP%GO:0007622	RHYTHMIC BEHAVIOR%GOBP%GO:0007622	0.873	1
TRNA TRANSCRIPTION%GOBP%GO:0009304	TRNA TRANSCRIPTION%GOBP%GO:0009304	0.873	1
NEUROTRANSMITTER UPTAKE%GOBP%GO:0001504	NEUROTRANSMITTER UPTAKE%GOBP%GO:0001504	0.873	1
GLOMERULAR EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0072310	GLOMERULAR EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0072310	0.873	1
RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY ENDOPLASMIC RETICULUM%GOBP%GO:1903514	RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY ENDOPLASMIC RETICULUM%GOBP%GO:1903514	0.873	1
ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0071169	ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0071169	0.873	1
POSITIVE REGULATION OF ER-ASSOCIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:1903071	POSITIVE REGULATION OF ER-ASSOCIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:1903071	0.873	1
REGULATION OF NEURON PROJECTION ARBORIZATION%GOBP%GO:0150011	REGULATION OF NEURON PROJECTION ARBORIZATION%GOBP%GO:0150011	0.873	1
MODULATION OF MOLECULAR FUNCTION IN OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0052205	MODULATION OF MOLECULAR FUNCTION IN OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0052205	0.873	1
REGULATION OF APOPTOTIC CELL CLEARANCE%GOBP%GO:2000425	REGULATION OF APOPTOTIC CELL CLEARANCE%GOBP%GO:2000425	0.873	1
POSITIVE REGULATION OF ACTIN NUCLEATION%GOBP%GO:0051127	POSITIVE REGULATION OF ACTIN NUCLEATION%GOBP%GO:0051127	0.873	1
KYNURENINE METABOLIC PROCESS%GOBP%GO:0070189	KYNURENINE METABOLIC PROCESS%GOBP%GO:0070189	0.873	1
RENAL VESICLE MORPHOGENESIS%GOBP%GO:0072077	RENAL VESICLE MORPHOGENESIS%GOBP%GO:0072077	0.873	1
SODIUM ION EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0036376	SODIUM ION EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0036376	0.873	1
EYE PHOTORECEPTOR CELL DEVELOPMENT%GOBP%GO:0042462	EYE PHOTORECEPTOR CELL DEVELOPMENT%GOBP%GO:0042462	0.873	1
RESPONSE TO SALT STRESS%GOBP%GO:0009651	RESPONSE TO SALT STRESS%GOBP%GO:0009651	0.873	1
AZOLE TRANSPORT%GOBP%GO:0045117	AZOLE TRANSPORT%GOBP%GO:0045117	0.873	1
NEGATIVE REGULATION OF INCLUSION BODY ASSEMBLY%GOBP%GO:0090084	NEGATIVE REGULATION OF INCLUSION BODY ASSEMBLY%GOBP%GO:0090084	0.873	1
POSITIVE REGULATION OF MYOBLAST FUSION%GOBP%GO:1901741	POSITIVE REGULATION OF MYOBLAST FUSION%GOBP%GO:1901741	0.873	1
EPIDERMIS MORPHOGENESIS%GOBP%GO:0048730	EPIDERMIS MORPHOGENESIS%GOBP%GO:0048730	0.873	1
INOSITOL PHOSPHATE CATABOLIC PROCESS%GOBP%GO:0071545	INOSITOL PHOSPHATE CATABOLIC PROCESS%GOBP%GO:0071545	0.873	1
POSITIVE REGULATION OF CYCLASE ACTIVITY%GOBP%GO:0031281	POSITIVE REGULATION OF CYCLASE ACTIVITY%GOBP%GO:0031281	0.873	1
THYROID GLAND DEVELOPMENT%GOBP%GO:0030878	THYROID GLAND DEVELOPMENT%GOBP%GO:0030878	0.873	1
SPERMIDINE METABOLIC PROCESS%GOBP%GO:0008216	SPERMIDINE METABOLIC PROCESS%GOBP%GO:0008216	0.873	1
REGULATION OF MEIOTIC NUCLEAR DIVISION%GOBP%GO:0040020	REGULATION OF MEIOTIC NUCLEAR DIVISION%GOBP%GO:0040020	0.873	1
PROTEIN LOCALIZATION TO MICROTUBULE%GOBP%GO:0035372	PROTEIN LOCALIZATION TO MICROTUBULE%GOBP%GO:0035372	0.873	1
MODULATION OF MOLECULAR FUNCTION IN OTHER ORGANISM%GOBP%GO:0044359	MODULATION OF MOLECULAR FUNCTION IN OTHER ORGANISM%GOBP%GO:0044359	0.873	1
REGULATION OF SYNAPTIC TRANSMISSION, GABAERGIC%GOBP%GO:0032228	REGULATION OF SYNAPTIC TRANSMISSION, GABAERGIC%GOBP%GO:0032228	0.873	1
POSITIVE REGULATION OF NEURON PROJECTION ARBORIZATION%GOBP%GO:0150012	POSITIVE REGULATION OF NEURON PROJECTION ARBORIZATION%GOBP%GO:0150012	0.873	1
POSITIVE REGULATION OF PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA%GOBP%GO:1903800	POSITIVE REGULATION OF PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA%GOBP%GO:1903800	0.873	1
REGULATION OF SEQUESTERING OF ZINC ION%GOBP%GO:0061088	REGULATION OF SEQUESTERING OF ZINC ION%GOBP%GO:0061088	0.873	1
SKELETAL MUSCLE CELL DIFFERENTIATION%GOBP%GO:0035914	SKELETAL MUSCLE CELL DIFFERENTIATION%GOBP%GO:0035914	0.873	1
VASCULAR SMOOTH MUSCLE CONTRACTION%GOBP%GO:0014829	VASCULAR SMOOTH MUSCLE CONTRACTION%GOBP%GO:0014829	0.873	1
RESPONSE TO PAIN%GOBP%GO:0048265	RESPONSE TO PAIN%GOBP%GO:0048265	0.873	1
FATTY ACID DERIVATIVE TRANSPORT%GOBP%GO:1901571	FATTY ACID DERIVATIVE TRANSPORT%GOBP%GO:1901571	0.873	1
MUSCLE CELL FATE COMMITMENT%GOBP%GO:0042693	MUSCLE CELL FATE COMMITMENT%GOBP%GO:0042693	0.873	1
BIOTIN METABOLIC PROCESS%GOBP%GO:0006768	BIOTIN METABOLIC PROCESS%GOBP%GO:0006768	0.873	1
VITAMIN CATABOLIC PROCESS%GOBP%GO:0009111	VITAMIN CATABOLIC PROCESS%GOBP%GO:0009111	0.873	1
CEREBELLAR PURKINJE CELL LAYER MORPHOGENESIS%GOBP%GO:0021692	CEREBELLAR PURKINJE CELL LAYER MORPHOGENESIS%GOBP%GO:0021692	0.873	1
POSITIVE REGULATION OF VOLTAGE-GATED CALCIUM CHANNEL ACTIVITY%GOBP%GO:1901387	POSITIVE REGULATION OF VOLTAGE-GATED CALCIUM CHANNEL ACTIVITY%GOBP%GO:1901387	0.873	1
MEDIUM-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0051791	MEDIUM-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0051791	0.873	1
CARDIAC MUSCLE TISSUE GROWTH%GOBP%GO:0055017	CARDIAC MUSCLE TISSUE GROWTH%GOBP%GO:0055017	0.873	1
REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE%GOBP%GO:0045091	REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE%GOBP%GO:0045091	0.873	1
NEGATIVE REGULATION OF INTERLEUKIN-1 SECRETION%GOBP%GO:0050711	NEGATIVE REGULATION OF INTERLEUKIN-1 SECRETION%GOBP%GO:0050711	0.873	1
REGULATION OF RIBONUCLEOPROTEIN COMPLEX LOCALIZATION%GOBP%GO:2000197	REGULATION OF RIBONUCLEOPROTEIN COMPLEX LOCALIZATION%GOBP%GO:2000197	0.873	1
POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927	POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927	0.875	1
BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	0.875	1
DICARBOXYLIC ACID METABOLIC PROCESS%GOBP%GO:0043648	DICARBOXYLIC ACID METABOLIC PROCESS%GOBP%GO:0043648	0.875	1
COLANIC ACID BUILDING BLOCKS BIOSYNTHESIS%HUMANCYC%COLANSYN-PWY	COLANIC ACID BUILDING BLOCKS BIOSYNTHESIS%HUMANCYC%COLANSYN-PWY	0.875	1
BIOCARTA_ACH_PATHWAY%MSIGDB_C2%BIOCARTA_ACH_PATHWAY	BIOCARTA_ACH_PATHWAY%MSIGDB_C2%BIOCARTA_ACH_PATHWAY	0.875	1
BIOCARTA_DREAM_PATHWAY%MSIGDB_C2%BIOCARTA_DREAM_PATHWAY	BIOCARTA_DREAM_PATHWAY%MSIGDB_C2%BIOCARTA_DREAM_PATHWAY	0.875	1
BIOCARTA_CD40_PATHWAY%MSIGDB_C2%BIOCARTA_CD40_PATHWAY	BIOCARTA_CD40_PATHWAY%MSIGDB_C2%BIOCARTA_CD40_PATHWAY	0.875	1
BIOCARTA_D4GDI_PATHWAY%MSIGDB_C2%BIOCARTA_D4GDI_PATHWAY	BIOCARTA_D4GDI_PATHWAY%MSIGDB_C2%BIOCARTA_D4GDI_PATHWAY	0.875	1
PID_IL5_PATHWAY%MSIGDB_C2%PID_IL5_PATHWAY	PID_IL5_PATHWAY%MSIGDB_C2%PID_IL5_PATHWAY	0.875	1
IL5-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL5-MEDIATED SIGNALING EVENTS	IL5-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL5-MEDIATED SIGNALING EVENTS	0.875	1
REGULATION OF NECROPTOTIC CELL DEATH%REACTOME%R-HSA-5675482.2	REGULATION OF NECROPTOTIC CELL DEATH%REACTOME%R-HSA-5675482.2	0.875	1
SIGNALING BY EGFRVIII IN CANCER%REACTOME DATABASE ID RELEASE 65%5637812	SIGNALING BY EGFRVIII IN CANCER%REACTOME DATABASE ID RELEASE 65%5637812	0.875	1
CELL DIVISION%REACTOME%R-HSA-68884.2	CELL DIVISION%REACTOME%R-HSA-68884.2	0.875	1
CONSTITUTIVE SIGNALING BY EGFRVIII%REACTOME DATABASE ID RELEASE 65%5637810	CONSTITUTIVE SIGNALING BY EGFRVIII%REACTOME DATABASE ID RELEASE 65%5637810	0.875	1
POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:1902110	POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:1902110	0.875	1
CELLULAR RESPONSE TO ATP%GOBP%GO:0071318	CELLULAR RESPONSE TO ATP%GOBP%GO:0071318	0.875	1
PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0046856	PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0046856	0.875	1
POSITIVE REGULATION OF NITRIC-OXIDE SYNTHASE ACTIVITY%GOBP%GO:0051000	POSITIVE REGULATION OF NITRIC-OXIDE SYNTHASE ACTIVITY%GOBP%GO:0051000	0.875	1
RETROGRADE TRANSPORT, ENDOSOME TO PLASMA MEMBRANE%GOBP%GO:1990126	RETROGRADE TRANSPORT, ENDOSOME TO PLASMA MEMBRANE%GOBP%GO:1990126	0.875	1
NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:0007175	NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:0007175	0.875	1
REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901836	REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901836	0.875	1
NEUROTRANSMITTER CATABOLIC PROCESS%GOBP%GO:0042135	NEUROTRANSMITTER CATABOLIC PROCESS%GOBP%GO:0042135	0.875	1
CELLULAR RESPONSE TO ARSENIC-CONTAINING SUBSTANCE%GOBP%GO:0071243	CELLULAR RESPONSE TO ARSENIC-CONTAINING SUBSTANCE%GOBP%GO:0071243	0.875	1
COPPER ION HOMEOSTASIS%GOBP%GO:0055070	COPPER ION HOMEOSTASIS%GOBP%GO:0055070	0.875	1
LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0035338	LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0035338	0.875	1
REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090189	REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GOBP%GO:0090189	0.875	1
COPPER ION TRANSPORT%GOBP%GO:0006825	COPPER ION TRANSPORT%GOBP%GO:0006825	0.875	1
NEGATIVE REGULATION OF BLOOD PRESSURE%GOBP%GO:0045776	NEGATIVE REGULATION OF BLOOD PRESSURE%GOBP%GO:0045776	0.875	1
CELLULAR DETOXIFICATION%GOBP%GO:1990748	CELLULAR DETOXIFICATION%GOBP%GO:1990748	0.875	1
EYE PHOTORECEPTOR CELL DIFFERENTIATION%GOBP%GO:0001754	EYE PHOTORECEPTOR CELL DIFFERENTIATION%GOBP%GO:0001754	0.875	1
PROTEIN LOCALIZATION TO SYNAPSE%GOBP%GO:0035418	PROTEIN LOCALIZATION TO SYNAPSE%GOBP%GO:0035418	0.875	1
RESPIRATORY CHAIN COMPLEX IV ASSEMBLY%GOBP%GO:0008535	RESPIRATORY CHAIN COMPLEX IV ASSEMBLY%GOBP%GO:0008535	0.875	1
NEGATIVE REGULATION OF TORC1 SIGNALING%GOBP%GO:1904262	NEGATIVE REGULATION OF TORC1 SIGNALING%GOBP%GO:1904262	0.875	1
SULFUR AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0000097	SULFUR AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0000097	0.875	1
LEPTIN%IOB%LEPTIN	LEPTIN%IOB%LEPTIN	0.876	1
MEIOSIS I CELL CYCLE PROCESS%GOBP%GO:0061982	MEIOSIS I CELL CYCLE PROCESS%GOBP%GO:0061982	0.876	1
INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 65%9020702	INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 65%9020702	0.878	1
VITAMIN METABOLIC PROCESS%GOBP%GO:0006766	VITAMIN METABOLIC PROCESS%GOBP%GO:0006766	0.878	1
NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901	NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901	0.878	1
FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062	FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062	0.878	1
REGULATION OF PROTEIN STABILITY%GOBP%GO:0031647	REGULATION OF PROTEIN STABILITY%GOBP%GO:0031647	0.879	1
NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:1901293	NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:1901293	0.879	1
ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME DATABASE ID RELEASE 65%5617472	ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME DATABASE ID RELEASE 65%5617472	0.879	1
ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME%R-HSA-5619507.2	ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME%R-HSA-5619507.2	0.879	1
BIOCARTA_CARM_ER_PATHWAY%MSIGDB_C2%BIOCARTA_CARM_ER_PATHWAY	BIOCARTA_CARM_ER_PATHWAY%MSIGDB_C2%BIOCARTA_CARM_ER_PATHWAY	0.879	1
NEGATIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051058	NEGATIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051058	0.879	1
NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0042059	NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0042059	0.879	1
VESICLE CYTOSKELETAL TRAFFICKING%GOBP%GO:0099518	VESICLE CYTOSKELETAL TRAFFICKING%GOBP%GO:0099518	0.879	1
DNA METHYLATION OR DEMETHYLATION%GOBP%GO:0044728	DNA METHYLATION OR DEMETHYLATION%GOBP%GO:0044728	0.879	1
AXONAL TRANSPORT%GOBP%GO:0098930	AXONAL TRANSPORT%GOBP%GO:0098930	0.879	1
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	0.88	1
BIOCARTA_ERK_PATHWAY%MSIGDB_C2%BIOCARTA_ERK_PATHWAY	BIOCARTA_ERK_PATHWAY%MSIGDB_C2%BIOCARTA_ERK_PATHWAY	0.88	1
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 2 PROMOTER%REACTOME%R-HSA-76066.2	RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 2 PROMOTER%REACTOME%R-HSA-76066.2	0.88	1
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME%R-HSA-983695.2	ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME%R-HSA-983695.2	0.88	1
CD28 CO-STIMULATION%REACTOME DATABASE ID RELEASE 65%389356	CD28 CO-STIMULATION%REACTOME DATABASE ID RELEASE 65%389356	0.88	1
INORGANIC ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098661	INORGANIC ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098661	0.88	1
NEURON PROJECTION ORGANIZATION%GOBP%GO:0106027	NEURON PROJECTION ORGANIZATION%GOBP%GO:0106027	0.88	1
RENAL WATER HOMEOSTASIS%GOBP%GO:0003091	RENAL WATER HOMEOSTASIS%GOBP%GO:0003091	0.88	1
BIOCARTA_NKCELLS_PATHWAY%MSIGDB_C2%BIOCARTA_NKCELLS_PATHWAY	BIOCARTA_NKCELLS_PATHWAY%MSIGDB_C2%BIOCARTA_NKCELLS_PATHWAY	0.88	1
BIOCARTA_CDC42RAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDC42RAC_PATHWAY	BIOCARTA_CDC42RAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDC42RAC_PATHWAY	0.88	1
BIOCARTA_EIF_PATHWAY%MSIGDB_C2%BIOCARTA_EIF_PATHWAY	BIOCARTA_EIF_PATHWAY%MSIGDB_C2%BIOCARTA_EIF_PATHWAY	0.88	1
BIOCARTA_CDMAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDMAC_PATHWAY	BIOCARTA_CDMAC_PATHWAY%MSIGDB_C2%BIOCARTA_CDMAC_PATHWAY	0.88	1
TRAF6 MEDIATED NF-KB ACTIVATION%REACTOME DATABASE ID RELEASE 65%933542	TRAF6 MEDIATED NF-KB ACTIVATION%REACTOME DATABASE ID RELEASE 65%933542	0.88	1
INACTIVATION, RECOVERY AND REGULATION OF THE PHOTOTRANSDUCTION CASCADE%REACTOME DATABASE ID RELEASE 65%2514859	INACTIVATION, RECOVERY AND REGULATION OF THE PHOTOTRANSDUCTION CASCADE%REACTOME DATABASE ID RELEASE 65%2514859	0.88	1
COBALAMIN (CBL, VITAMIN B12) TRANSPORT AND METABOLISM%REACTOME DATABASE ID RELEASE 65%196741	COBALAMIN (CBL, VITAMIN B12) TRANSPORT AND METABOLISM%REACTOME DATABASE ID RELEASE 65%196741	0.88	1
TRISTETRAPROLIN (TTP, ZFP36) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 65%450513	TRISTETRAPROLIN (TTP, ZFP36) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 65%450513	0.88	1
PKA-MEDIATED PHOSPHORYLATION OF CREB%REACTOME DATABASE ID RELEASE 65%111931	PKA-MEDIATED PHOSPHORYLATION OF CREB%REACTOME DATABASE ID RELEASE 65%111931	0.88	1
EPHRIN SIGNALING%REACTOME DATABASE ID RELEASE 65%3928664	EPHRIN SIGNALING%REACTOME DATABASE ID RELEASE 65%3928664	0.88	1
MTORC1-MEDIATED SIGNALLING%REACTOME%R-HSA-166208.2	MTORC1-MEDIATED SIGNALLING%REACTOME%R-HSA-166208.2	0.88	1
DEFECTS IN VITAMIN AND COFACTOR METABOLISM%REACTOME DATABASE ID RELEASE 65%3296482	DEFECTS IN VITAMIN AND COFACTOR METABOLISM%REACTOME DATABASE ID RELEASE 65%3296482	0.88	1
PKA ACTIVATION IN GLUCAGON SIGNALLING%REACTOME%R-HSA-164378.2	PKA ACTIVATION IN GLUCAGON SIGNALLING%REACTOME%R-HSA-164378.2	0.88	1
CARGO LOADING INTO VESICLE%GOBP%GO:0035459	CARGO LOADING INTO VESICLE%GOBP%GO:0035459	0.88	1
NEGATIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032232	NEGATIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032232	0.88	1
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	0.88	1
REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:1902108	REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:1902108	0.88	1
COBALAMIN METABOLIC PROCESS%GOBP%GO:0009235	COBALAMIN METABOLIC PROCESS%GOBP%GO:0009235	0.88	1
NEGATIVE REGULATION OF ORGANELLE ORGANIZATION%GOBP%GO:0010639	NEGATIVE REGULATION OF ORGANELLE ORGANIZATION%GOBP%GO:0010639	0.881	1
TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME%R-HSA-6796648.3	TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME%R-HSA-6796648.3	0.881	1
RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009201	RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009201	0.881	1
PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009145	PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009145	0.881	1
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206	PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206	0.881	1
PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.881	1
POSITIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032273	POSITIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032273	0.882	1
DISEASES OF SIGNAL TRANSDUCTION%REACTOME%R-HSA-5663202.4	DISEASES OF SIGNAL TRANSDUCTION%REACTOME%R-HSA-5663202.4	0.883	1
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 65%380270	RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 65%380270	0.884	1
CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 65%380287	CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 65%380287	0.884	1
RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME%R-HSA-380320.2	RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME%R-HSA-380320.2	0.884	1
GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:0009100	GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:0009100	0.887	1
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001251	NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001251	0.887	1
AURKA ACTIVATION BY TPX2%REACTOME DATABASE ID RELEASE 65%8854518	AURKA ACTIVATION BY TPX2%REACTOME DATABASE ID RELEASE 65%8854518	0.887	1
PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY	PID_HEDGEHOG_2PATHWAY%MSIGDB_C2%PID_HEDGEHOG_2PATHWAY	0.887	1
SIGNALING EVENTS MEDIATED BY THE HEDGEHOG FAMILY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY THE HEDGEHOG FAMILY	SIGNALING EVENTS MEDIATED BY THE HEDGEHOG FAMILY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY THE HEDGEHOG FAMILY	0.887	1
INSULIN IGF PATHWAY-PROTEIN KINASE B SIGNALING CASCADE%PANTHER PATHWAY%P00033	INSULIN IGF PATHWAY-PROTEIN KINASE B SIGNALING CASCADE%PANTHER PATHWAY%P00033	0.887	1
